Name	Latitude	Longitude	Category	Checkins
El Pollo Inka	40.756235	-73.878394	Latin American Restaurant	284
Pizza Sam	40.756254	-73.878537	Pizza Place	559
MTABus Q66 (Northern Blvd/89th St)	40.7564125061	-73.8786315918	Bus Station	12
Laundromat	40.7562707893	-73.878467708	Laundry Service	25
Sovereign Bank	40.75643608	-73.87868034	Bank	65
MTA Q49 Bus Stop At 90th	40.7580525093	-73.8781805958	Bus Line	70
Wine & Liquor	40.756338	-73.878397	Liquor Store	45
Chipotle Mexican Grill	40.756116549	-73.8799204891	Mexican Restaurant	251
MTA - Q49 Bus at Northern	40.7561255926	-73.8781461424	Bus Line	357
Playground Ninety	40.7571747361	-73.8784734502	Playground	143
KFC	40.7562371222	-73.8800123642	Fried Chicken Joint	602
Heights Cleaners	40.7566840817	-73.8782265338	Laundry Service	55
Northridge Co-op	40.7577877942	-73.8780829776	Residential Building (Apartment / Condo)	282
White Castle	40.7561841768	-73.8793462686	Burger Joint	1311
MTA - Q66 (Northern & 92)	40.7565685416	-73.8764062334	General Travel	355
The Rack	40.7568036097	-73.8763258412	Boarding House	13
Denny's	40.755829	-73.880211	American Restaurant	97
MTA Q49 Bus Stop	40.7577548586	-73.8780887199	Bus Station	26
T-Mobile	40.7561559	-73.8791126	Electronics Store	114
89-02 Deli & Grocery	40.756111	-73.878669	Deli / Bodega	2
Loundry	40.7570441107	-73.8766014715	Laundry Service	11
ps 148	40.7581016508	-73.8789213444	Elementary School	115
laundry Room	40.7554190081	-73.8773422259	Laundry Service	160
Bagel House I V	40.756201	-73.878669	Bagel Shop	3
Rey's Pizzeria & Restaurant	40.75631	-73.877893	Pizza Place	7
Ru Yi	40.7563466143	-73.8780542664	Chinese Restaurant	8
Celco Hardware	40.7562017355	-73.8778016071	Hardware Store	48
Ming Star Chinese Restaurant	40.756267709	-73.8782724718	Chinese Restaurant	115
Dunkin' Donuts	40.755822	-73.880207	Coffee Shop	35
Riazor Blues - Tapas Bar	40.7563520538	-73.8785308726	Spanish Restaurant	57
Dulce's Hair Salon	40.7561498178	-73.8778245762	Salon / Barbershop	11
Santander Bank	40.756511	-73.878735	Bank	1
Glenbriar	40.7560658853	-73.8779796171	Residential Building (Apartment / Condo)	181
El Sol Peruvian Cuisine Bar & Grill	40.756256	-73.88027603	South American Restaurant	281
Addictive Boutique Winery	40.756314	-73.880908	Wine Shop	73
Addictive Wine & Tapas	40.756365	-73.880702	Mediterranean Restaurant	49
International Animal	40.7564918023	-73.8776867619	Veterinarian	9
Bodega	40.7564411107	-73.8788723946	Convenience Store	18
La Gloria	40.7560486676	-73.881103378	Cuban Restaurant	3259
Butts Real Estate	40.7584184224	-73.8756080521	None	9
Galicia Bar	40.75665	-73.87605	Bar	19
Northridge 2	40.7568785114	-73.8763775219	Residential Building (Apartment / Condo)	16
The Ardmoor	40.756217815	-73.8750280767	Residential Building (Apartment / Condo)	68
NYPD - 115th Precinct	40.7567834845	-73.8755448866	Police Station	1096
The Rock Taekwon Do	40.757492	-73.874054	Athletics & Sports	2
TD Bank	40.7572395839	-73.873591125	Bank	629
Louis Armstrong Middle School - MS 227	40.758391556	-73.8746720513	Middle School	275
MTA - Q66 (Junction Blvd)	40.7567212068	-73.8750395614	Bus Line	198
Northern Playground	40.7561095459	-73.8742815711	Playground	242
Domino's Pizza	40.7581751874	-73.874142319	Pizza Place	122
Office of State Senator José Peralta	40.7575851887	-73.8740461341	Government Building	56
P.S. 149Q	40.7554394471	-73.874407903	School	637
Food Bazaar Supermarket	40.75470678	-73.8726220216	Supermarket	948
Office of Council Member Julissa Ferreras	40.757671169	-73.8741437544	Government Building	423
Veterans Plaza	40.7566610254	-73.8738106969	Plaza	9
Popeyes Chicken and Biscuits	40.75679	-73.87354	Fast Food Restaurant	3
Edible Arrangements	40.75808456	-73.87420311	Dessert Shop	31
Galicia Bar	40.75665	-73.87605	Bar	19
P.S. 228	40.7570654541	-73.8750625307	School	29
Los Tacos Locos	40.758183	-73.874409	Mexican Restaurant	8
Metro Star	40.758299	-73.874302	Café	51
The Ardmoor	40.756217815	-73.8750280767	Residential Building (Apartment / Condo)	68
Jackson Heights, NY	40.7553845919	-73.8860607147	Neighborhood	26695
U.S. Post Office - Junction Blvd. Station	40.7563642819	-73.873391503	Post Office	42
Dr. Doom	40.75665	-73.875117	None	4
El Maunaloa	40.7574691416	-73.874201178	Lounge	5
Q72	40.7573089655	-73.8738566359	Bus Line	467
Masjid Abu Huraira	40.757024749	-73.8739772257	Mosque	3
Queens Medical Services, PLLC	40.756468	-73.875185	Doctor's Office	5
Q66 moving target	40.7567003214	-73.873781985	Bus Line	5
CVS/pharmacy	40.7566125634	-73.8783413787	Pharmacy	1561
The Rack	40.7568036097	-73.8763258412	Boarding House	13
US Post Office	40.7564067694	-73.8737188189	Post Office	22
PimPollo	40.7574488514	-73.8737869263	Latin American Restaurant	58
Butts Real Estate	40.7584184224	-73.8756080521	None	9
Empress Nails	40.7578782257	-73.8744653266	Nail Salon	12
Markie B's	40.7579543427	-73.8741265273	Caribbean Restaurant	22
NSLIJ Post Q04 Northern & Junction	40.7570833221	-73.8736039713	Emergency Room	59
Rey's Pizzeria	40.756928	-73.872626	Pizza Place	222
MTABus Q66 (Northern Blvd/Junction Blvd)	40.7571144104	-73.8733673096	Bus Station	4
MTA - Q66 (Northern & 92)	40.7565685416	-73.8764062334	General Travel	355
Q72 Bus Stop at 32nd Avenue	40.7583761446	-73.8743389947	Bus Station	6
Mi Tierra Supermarket	40.757112	-73.871816	Market	9
Reyes Grocery Store	40.757870722	-73.873156065	Grocery Store	30
Mateo Deli & Grocery	40.7567588833	-73.8732134889	Deli / Bodega	7
Sofia's	40.756298	-73.873228	Pizza Place	6
The Jackson Apartements	40.75647	-73.873508	None	1
Metrocafe	40.7583236694	-73.8744430542	Fast Food Restaurant	8
AutoZone	40.757126823	-73.8729142025	Automotive Shop	360
Work	40.75774072	-73.8754849	None	11
Kelz Tatz	40.757345	-73.875805	None	1
In the Red Zone	40.7580065	-73.8749335	None	2
Taco Stand	40.7558692838	-73.8727253849	Food Truck	4
Exclusive Hand Car Wash	40.7577414185	-73.8715982437	Car Wash	34
Mi Tierra Supermarket	40.757112	-73.871816	Market	9
Bianni's Salon	40.756978	-73.871781	Salon / Barbershop	14
L&D Auto Tech	40.7570987835	-73.8710715647	Automotive Shop	30
Rey's Pizzeria	40.756928	-73.872626	Pizza Place	222
NYPD - 115th Precinct	40.7567834845	-73.8755448866	Police Station	1096
MTA Bus Stop - Q66	40.7569299165	-73.8713070052	Bus Line	9
MTA - Q66 Bus	40.7544990094	-73.8954697391	Bus Line	1736
24 Hour Auto Repair	40.757003	-73.871622	Automotive Shop	2
Kids Care Dental	40.7569944946	-73.8714661967	Dentist's Office	5
Food Bazaar Supermarket	40.75470678	-73.8726220216	Supermarket	948
Metro Auto Body	40.7570595419	-73.8715252182	Automotive Shop	14
TD Bank	40.7572395839	-73.873591125	Bank	629
97 New & Used Tire Shop	40.757043045	-73.8711519591	Automotive Shop	14
Hess Express	40.7572159274	-73.8706351376	Gas Station	197
Rubio's Cafe	40.7575051197	-73.8701699971	Café	475
East Elmhurst, NY	40.7612683753	-73.8652253151	Neighborhood	4278
Shell Auto Repair Station	40.75700686	-73.8701712	Automotive Shop	93
Tire Shop Inc.	40.7569351403	-73.8711060194	Automotive Shop	16
AutoZone	40.757126823	-73.8729142025	Automotive Shop	360
Professional beauty salon	40.757079	-73.870789	Salon / Barbershop	73
Laundromat	40.7571398949	-73.87221431	Laundry Service	39
Baskin-Robbins	40.757257636	-73.8708016691	Ice Cream Shop	3
New York Dhammaram Temple	40.75599	-73.87099	Temple	142
MTA 72 Bus To LGA	40.756668612	-73.8718927341	Bus Line	5
Liquid zoo	40.7569391	-73.8720093	Bar	1
Issac 24 Hours Auto Repair	40.756725	-73.871258	Automotive Shop	7
tuxedos & limos	40.757297	-73.86988	Bridal Shop	1
Mama mia	40.7570725025	-73.8724727189	Restaurant	11
Mt Olivet Gospel Church	40.756201	-73.870907	Church	106
St. Mark AME Church	40.756853	-73.8725532167	None	39
Sweat Fitness NYC	40.7567498109	-73.8706695924	Gym	10
Queens Library at Langston Hughes Community Library and Cultural Center	40.7574007067	-73.8684185323	Library	404
Santo Rico Queens	40.7578926863	-73.8709509731	Dance Studio	8
Country Boy Deli	40.7579122213	-73.8720764918	Deli / Bodega	24
Domino's Pizza	40.7581751874	-73.874142319	Pizza Place	122
Caridad Restaurant	40.757209	-73.868434	Caribbean Restaurant	483
Popeyes Chicken and Biscuits	40.75679	-73.87354	Fast Food Restaurant	3
Edible Arrangements	40.75808456	-73.87420311	Dessert Shop	31
Deep Sea Fish Market & Restaurant	40.757233	-73.86805	Seafood Restaurant	18
Veterans Plaza	40.7566610254	-73.8738106969	Plaza	9
Northern Blvd & 98th Street	40.757584	-73.870764	Neighborhood	1
Sofia's	40.756298	-73.873228	Pizza Place	6
The Rock Taekwon Do	40.757492	-73.874054	Athletics & Sports	2
Northern Playground	40.7561095459	-73.8742815711	Playground	242
Office of State Senator José Peralta	40.7575851887	-73.8740461341	Government Building	56
Northern Apparel (Custom T-Shirt Printing & Embroidery)	40.7571095772	-73.8689640722	Clothing Store	23
Markie B	40.75826	-73.87174	None	3
Office of Council Member Julissa Ferreras	40.757671169	-73.8741437544	Government Building	423
Tulcingo Grocery	40.7552317957	-73.8726851881	Deli / Bodega	8
Enterprise Rent-A-Car	40.75476	-73.90038	Rental Car Location	139
7-Eleven	40.7542675249	-73.9006869849	Convenience Store	992
Cosmoprof	40.7542414319	-73.900005661	Cosmetics Shop	35
Woodside, NY	40.7448409357	-73.9003903482	Neighborhood	23251
Habitat for Humanity NYC ReStore	40.7542284972	-73.9001208544	Non-Profit	16
Burger King	40.7545605949	-73.8978497431	Fast Food Restaurant	989
Northern Blvd & 69th Street	40.7542165642	-73.8986678621	Neighborhood	1008
Queensboro Toyota	40.753865372	-73.9000803018	Automotive Shop	467
Corningware, Corelle & more	40.754213	-73.9000688186	Furniture / Home Store	191
TD Bank	40.7546694004	-73.8963013887	Bank	745
Gwendoline N Alleyne Elementary School	40.753848336	-73.9004879553	College Classroom	189
BP	40.754114	-73.8977321667	Gas Station	540
MTA - Q66 Bus	40.7544990094	-73.8954697391	Bus Line	1736
Wendy's	40.7543392371	-73.896824785	Fast Food Restaurant	1560
P.S. 152 (Gwendoline N. Alleyne School)	40.7530792934	-73.9008152258	Elementary School	534
Turbo Laundry Center	40.7543957233	-73.89994534	Building	259
Jackson Heights, NY	40.7553845919	-73.8860607147	Neighborhood	26695
Print Early LLC	40.75484	-73.90048	Design Studio	3
Taco Bell	40.7535788554	-73.9017568431	Taco Place	2284
Pa'l Karajo	40.7540761107	-73.8999223709	Nightclub	91
Starbucks	40.75415	-73.89862	Coffee Shop	11
Kamal Halal	40.7544940253	-73.8977319715	Food Truck	13
Frontier Auto Repair	40.7540798406	-73.9008783832	Auto Garage	4
Queensboro Toyota	40.7539156259	-73.9013836417	Automotive Shop	5
Harry Hoffman Heart Share Day Treatmt Center	40.7537075679	-73.9000075001	School	37
Northen Blvd / 60 St	40.7551960422	-73.9021243023	None	81
Six Five Four	40.754114251	-73.8987310202	Deli / Bodega	7
alfa auto care inc.	40.7551849806	-73.9014238326	Automotive Shop	3
Beverly Hills Auto Group	40.7540152209	-73.9007635516	Auto Dealership	6
Dunkin' Donuts	40.7542297352	-73.8958716605	Donut Shop	2226
Aamco of Woodside	40.755149	-73.900695	Automotive Shop	4
MK Auto Repair And Body Paint Service	40.7542452271	-73.900436281	Automotive Shop	10
UTOG car #295	40.75406	-73.89862	None	2
Sunshine Restaurant & Grill	40.7544743468	-73.8968324661	Indian Restaurant	144
The Jumpoff	40.754022	-73.900217	Tech Startup	142
Corpus Christie	40.7558352068	-73.8999310201	Building	2
toyota dealership	40.7538490295	-73.8993606567	Automotive Shop	4
Auto Solution	40.75272	-73.900895	Auto Dealership	4
Eyellusion	40.7541069994	-73.8984669044	Office	3
New York Motor Group	40.7535301571	-73.9015214392	Auto Dealership	4
Corpus Christi R.C. Church	40.7561483644	-73.9024286039	Church	197
Koeppel Ford	40.753856	-73.903283	Auto Dealership	4
Husky Gas Station	40.7578655217	-73.8993568584	Gas Station	287
Mayor's Group Saab Service	40.753813	-73.902057	Automotive Shop	53
National Auto Repair/Body Shop	40.752503	-73.899205	Automotive Shop	4
Pfeil & Holing	40.7538700859	-73.9021644931	Warehouse Store	185
JW tax services	40.75302	-73.90021	Building	2
Paragon Honda	40.7533616	-73.9036009	Auto Dealership	1236
Corpus Christi Gym	40.7569390962	-73.902089853	Basketball Court	47
Auto Haus Designs	40.756541	-73.901382	Auto Workshop	2
TD Bank	40.7546694004	-73.8963013887	Bank	745
Wendy's	40.7543392371	-73.896824785	Fast Food Restaurant	1560
King Wah	40.754412	-73.896741	Chinese Restaurant	103
Jackson Heights, NY	40.7553845919	-73.8860607147	Neighborhood	26695
BP	40.754114	-73.8977321667	Gas Station	540
Burger King	40.7545605949	-73.8978497431	Fast Food Restaurant	989
Sunshine Restaurant & Grill	40.7544743468	-73.8968324661	Indian Restaurant	144
Dunkin' Donuts	40.7542297352	-73.8958716605	Donut Shop	2226
CVS/pharmacy #491	40.7548399007	-73.8943386131	Pharmacy	818
Northern Blvd & 69th Street	40.7542165642	-73.8986678621	Neighborhood	1008
Dr. Paul Spatzner, DDS	40.7550101131	-73.8965836335	Dentist's Office	5
For Your Safety's basement	40.7546368915	-73.8965749741	Performing Arts Venue	6
MTA - Q66 Bus	40.7544990094	-73.8954697391	Bus Line	1736
AMF 34th Avenue Lanes	40.7522939022	-73.8965319581	Bowling Alley	3875
Kamal Halal	40.7544940253	-73.8977319715	Food Truck	13
Shell	40.754353	-73.89515719	Gas Station	189
Work #3	40.75510891	-73.89674996	None	1
Northern 69 Wine and Liquor	40.754387	-73.897181	Winery	17
United Fitness Center	40.7544497827	-73.896824785	Gym	184
7-Eleven	40.7542675249	-73.9006869849	Convenience Store	992
Baskin-Robbins	40.75425	-73.89585	Ice Cream Shop	27
Bowlero	40.752254	-73.89662	Bowling Alley	37
Northern Deli & Grocery	40.754175295	-73.8962850645	Deli / Bodega	32
Main Street Radiology	40.7544070485	-73.8944878991	Medical Center	23
MTA Bus - Q66 (Northern Blvd & 72nd St)	40.75466	-73.895033	Bus Stop	1
BQE Billiards Bar & Grill	40.752458	-73.89598125	Pool Hall	1501
Food Truck	40.7547092783	-73.8959290778	Food Truck	13
IHOP	40.7548807078	-73.8936111331	Breakfast Spot	3575
Sun Shine Restaurant	40.754296	-73.897361	American Restaurant	2
Armando's	40.7546721533	-73.8952974868	None	7
Liberty Tax	40.7547903706	-73.8941663598	Office	6
Gym	40.7552961314	-73.8975137878	Gym	204
69th St Burger Company	40.754336	-73.898061	Fast Food Restaurant	1
Bandna's Beauty Salon	40.7545566559	-73.8954859972	Salon / Barbershop	101
bk	40.75440425	-73.89789	Fast Food Restaurant	15
Monsignor McClancy Memorial High School	40.7579463531	-73.8954295469	High School	1787
MTA Bus - Q47 (73rd Street/Northern Blvd)	40.754807563	-73.893713057	Bus Station	20
Jax Inn Diner	40.7545276698	-73.8938333364	Diner	3523
Re/Max Team	40.7546263933	-73.8950890303	Real Estate Office	12
Starbucks	40.75415	-73.89862	Coffee Shop	11
Li's Laundromat	40.7545857343	-73.8932074805	Laundry Service	70
Husky Gas Station	40.7578655217	-73.8993568584	Gas Station	287
NewYork-Presbyterian/Jackson Heights	40.75437	-73.894356	Doctor's Office	7
72-06 Northern Blvd.	40.754315	-73.894378	Medical Lab	1
White Castle	40.752602	-73.897202	Burger Joint	52
Six Five Four	40.754114251	-73.8987310202	Deli / Bodega	7
UTOG Car #4	40.7557139746	-73.8974735961	None	4
Habitat for Humanity NYC ReStore	40.7542284972	-73.9001208544	Non-Profit	16
Taste Of Lahore	40.7547362556	-73.8932763822	Indian Restaurant	48
Big Apple Bowling and Fun Center At 34th Avenue	40.7524396629	-73.8967042093	Bowling Alley	58
IHOP	40.7548807078	-73.8936111331	Breakfast Spot	3575
Northern Liquor Depot	40.7547734425	-73.8935462468	Liquor Store	7
Jax Inn Diner	40.7545276698	-73.8938333364	Diner	3523
Taste Of Lahore	40.7547362556	-73.8932763822	Indian Restaurant	48
MTA Bus - Q47 (73rd Street/Northern Blvd)	40.754807563	-73.893713057	Bus Station	20
Li's Laundromat	40.7545857343	-73.8932074805	Laundry Service	70
CVS/pharmacy #491	40.7548399007	-73.8943386131	Pharmacy	818
Chifa Restaurant	40.75464839	-73.8930827379	Asian Restaurant	376
MTA - Q66 Bus	40.7544990094	-73.8954697391	Bus Line	1736
TD Bank	40.7546694004	-73.8963013887	Bank	745
Armondo's	40.7547285859	-73.8931270952	Italian Restaurant	40
Liberty Tax	40.7547903706	-73.8941663598	Office	6
Mobil	40.75520431	-73.890639	Gas Station	357
AAA Veterinary Clinic	40.754703	-73.893476	Veterinarian	25
InStyle Nail Salon & Spa	40.7544986363	-73.8935979229	Nail Salon	20
Laffey Associates Real Estate	40.7546210289	-73.8935655355	Real Estate Office	14
Koeppel Nissan	40.7551881365	-73.8921682108	Auto Dealership	689
Cabbie 6g53	40.7549596518	-73.8936495991	None	6
Main Street Radiology	40.7544070485	-73.8944878991	Medical Center	23
Jackson Heights Family Health Center	40.7549160719	-73.8933134079	Doctor's Office	9
MTA Bus - Q47	40.7464240109	-73.8914102868	Bus Line	1670
Trieste Ristorante	40.75463	-73.893184	Italian Restaurant	80
Jackson Heights, NY	40.7553845919	-73.8860607147	Neighborhood	26695
NYHQ On Northern Blvd	40.7548838932	-73.8930505228	Doctor's Office	40
Dunkin' Donuts	40.7542297352	-73.8958716605	Donut Shop	2226
Classic Car Wash	40.7548097023	-73.8920591158	Automotive Shop	311
Northern Deli Pizza & Grocery	40.7546434149	-73.8931098698	Pizza Place	20
49s 89	40.755023	-73.89405	Medical Center	4
Shell	40.754353	-73.89515719	Gas Station	189
MTA Bus - Q66 (Northern Blvd/74th Street)	40.7547030187	-73.8925414298	Bus Station	21
Planet Auto	40.7544688244	-73.8927825863	Automotive Shop	21
NewYork-Presbyterian/Jackson Heights	40.75437	-73.894356	Doctor's Office	7
IS 230	40.7527677819	-73.8924897534	School	1030
MTA Bus - Q66 (Northern Blvd & 72nd St)	40.75466	-73.895033	Bus Stop	1
Classic Lube	40.75462	-73.89208	Automotive Shop	2
New York Hospital Queens Clinic	40.7540923841	-73.8930352262	Building	12
72-06 Northern Blvd.	40.754315	-73.894378	Medical Lab	1
B II M Playaz Palace	40.753143	-73.893352	Lounge	1
Travers Park	40.7542895543	-73.8892857874	Park	1297
Pc richards	40.7554706683	-73.8930639353	Electronics Store	29
Metalios Law Firm	40.754713	-73.894785	Lawyer	1
KL Restaurant	40.7558243625	-73.8925586553	Restaurant	1
Armando's	40.7546721533	-73.8952974868	None	7
Baskin-Robbins	40.75425	-73.89585	Ice Cream Shop	27
Four Seasons Uniforms	40.7542791517	-73.891278224	Miscellaneous Shop	12
Wendy's	40.7543392371	-73.896824785	Fast Food Restaurant	1560
Re/Max Team	40.7546263933	-73.8950890303	Real Estate Office	12
Sunoco Gas Station	40.7550510556	-73.8913988031	Gas Station	10
Spirit	40.755105	-73.891445	Gas Station	12
Queens County Savings Bank	40.7547447425	-73.8905777155	Bank	55
Mobil	40.75520431	-73.890639	Gas Station	357
MTA Bus - Q66 (Northern Blvd & 76th St)	40.755034	-73.89053	Bus Stop	2
7-Eleven	40.7554506998	-73.8880401278	Convenience Store	970
Spirit	40.755105	-73.891445	Gas Station	12
Jackson Heights, NY	40.7553845919	-73.8860607147	Neighborhood	26695
Travers Park	40.7542895543	-73.8892857874	Park	1297
Li's Laundromat	40.7545857343	-73.8932074805	Laundry Service	70
Queens County Savings Bank	40.7547447425	-73.8905777155	Bank	55
Walgreens	40.75545286	-73.88866566	Pharmacy	1156
Happy Festivus	40.7549231747	-73.8906408762	General Entertainment	46
Classic Car Wash	40.7548097023	-73.8920591158	Automotive Shop	311
Jackson Heights Greenmarket	40.7534213447	-73.8892283681	Farmers Market	1806
IHOP	40.7548807078	-73.8936111331	Breakfast Spot	3575
Mi Tierra	40.7553714541	-73.8859554445	Grocery Store	427
Donnelly Gardens	40.7551460266	-73.8899917603	Residential Building (Apartment / Condo)	2
